wallet,score,total_tx,deposit_count,deposit_amount,active_days,tx_per_day,first_tx,last_tx,unique_assets,total_borrowed,repay_borrow_ratio,liquidations,redeemunderlying_count,redeemunderlying_amount,borrow_count,borrow_amount,repay_count,repay_amount,total_repaid,liquidationcall_count,liquidationcall_amount
0x017e2a9de4d669a21084a6d2014b38a5e2863643,600,9.0,6.0,2.2579288538609e+20,1.0122453703703704,8.891124882800886,1623562619,1623563677,4,1.261351349423009e+20,0.0,0.0,,,3.0,1.261351349423009e+20,,,0.0,,
0x017f1e8b5ef8d86d279ba8ae5120694006a18001,775,6.0,2.0,4500438035.0,23.534895833333334,0.2549405802553832,1620866811,1622813826,1,3500000000.0,1.0023321154285714,0.0,2.0,4507814404.0,1.0,3500000000.0,1.0,3508162404.0,3508162404.0,,
0x017f8a86bc732b517e04a8e6cbb5ad22b899e4ba,475,1.0,,,1.0,1.0,1627995242,1627995242,1,0.0,0.0,0.0,1.0,546870684.0,,,,,,,
0x017f9dc0e2d0a123bf03a3c7ec27f898b70d8ded,875,141.0,48.0,3.8095526134363796e+20,99.27949074074074,1.4202329096168365,1619290997,1627782345,8,7.0000000002850144e+19,1.0005108128771998,0.0,50.0,1.6921420530752928e+21,28.0,7.0000000002850144e+19,15.0,7.003575690425559e+19,7.003575690425559e+19,,
0x017fe812df7bea272511a47955099a9e8d20282e,750,10.0,2.0,4.000000000015784e+18,4.9813425925925925,2.007490915174215,1623773142,1624117130,4,10000000000.0,0.6000648593,0.0,3.0,7.955509119943984e+20,3.0,10000000000.0,2.0,6000648593.0,6000648593.0,,
0x017fe9a4c15da854133d4fd220948ac084f8ae14,525,3.0,2.0,1.2e+20,1.0808333333333333,2.7756360832690827,1626660845,1626667829,1,1.5600028589604786e+19,0.0,0.0,,,1.0,1.5600028589604786e+19,,,0.0,,
0x018037f8fa6a91dda30b919de140e1bab5b969a9,475,1.0,1.0,4.2554196410999996e+20,1.0,1.0,1619926248,1619926248,1,0.0,0.0,0.0,,,,,,,,,
0x0180a2047666c6e8a99e6c9a8d001bbc47208df5,500,2.0,1.0,3.66e+16,1.0,2.0,1621072771,1621072771,2,5000000000000000.0,0.0,0.0,,,1.0,5000000000000000.0,,,0.0,,
0x0180af6a237c41c8a0b5297a0fdb8ad1d76e4c92,475,1.0,1.0,1.26e+18,1.0,1.0,1626677873,1626677873,1,0.0,0.0,0.0,,,,,,,,,
0x01812580ff18cdaa3e9b3cdaa81496cd98d3f56f,825,237.0,115.0,2.5036097649892393e+21,92.65546296296296,2.557863210879813,1622612016,1630531048,8,2.862010700009941e+21,0.9087316318056258,0.0,16.0,2.9978298809689633e+19,27.0,2.862010700009941e+21,79.0,2.600799653665195e+21,2.600799653665195e+21,,
0x01816f1a627dd1231b4d47c93362aec467aba32b,475,3.0,1.0,4.129156986808916e+19,5.505949074074074,0.5448651921112265,1623151123,1623540437,1,0.0,0.0,0.0,2.0,1.3225388230041744e+20,,,,,,,
0x0181fb8d39d57383731eb0482249e780de07abde,475,1.0,1.0,11800.0,1.0,1.0,1626668663,1626668663,1,0.0,0.0,0.0,,,,,,,,,
0x0183a86573f2daf8f5d1f31b9d3c82631345630f,475,2.0,1.0,3.23e+16,1.0,2.0,1620636688,1620636688,1,5000000000000000.0,0.0,0.0,,,1.0,5000000000000000.0,,,0.0,,
0x0183b5764427bc889109b2d2039690e1d90987f9,500,2.0,1.0,6.34e+17,1.004351851851852,1.9913340094035215,1628651309,1628651685,2,604764210.0,0.0,0.0,,,1.0,604764210.0,,,0.0,,
0x018423caf5f8ecafb391edf7c4540802981cd0fa,475,1.0,1.0,3846943871538450.0,1.0,1.0,1626589088,1626589088,1,0.0,0.0,0.0,,,,,,,,,
0x0184df2afb9845c27504419ac7d5efccae41b951,500,12.0,5.0,9.022400159218926e+20,82.85975694444444,0.1448230171378094,1622341387,1629414070,4,4000000000.0,0.250389012,0.0,2.0,2509448054.0,4.0,4000000000.0,1.0,1001556048.0,1001556048.0,,
0x0185080e4a3cc98dcd527719ca0dac91075725ae,500,6.0,3.0,1.8013319089531753e+18,43.029444444444444,0.13943940195989826,1623086047,1626717391,4,0.0,0.0,0.0,3.0,7.524567594913e+17,,,,,,,
0x0185326b75f0e915a7518b9f5dce248c09226935,475,2.0,2.0,4673936576098938.0,8.935659722222223,0.22382230995504124,1626164040,1626849681,1,0.0,0.0,0.0,,,,,,,,,
0x0185c3dd9f48bfaea84a637c769840f5c3bdb658,550,14.0,,,52.7184375,0.26556174014072403,1624484625,1628953098,3,0.0,0.0,0.0,14.0,7.467407554728252e+21,,,,,,,
0x0185e80948461135faabd6d01fe4afa8586fe6c4,475,1.0,1.0,1835328.0,1.0,1.0,1627219624,1627219624,1,0.0,0.0,0.0,,,,,,,,,
0x018650dae189c5083dcbec8ae1edcf8b83e08380,850,19.0,8.0,4.2019717022648484e+21,17.59746527777778,1.0797009512496867,1622964671,1624398692,3,7.000000000005e+20,1.00054537640468,0.0,7.0,4.200079944812772e+21,2.0,7.000000000005e+20,2.0,7.003817634837765e+20,7.003817634837765e+20,,
0x0186d975cfe19772e58f4d314a52984b31a2cbeb,575,116.0,37.0,1.3200525565828074e+23,104.05569444444444,1.1147876204116118,1620596379,1629500391,6,2.459163738624653e+22,1.440481730273545e-11,0.0,30.0,2.5132779675987014e+20,29.0,2.459163738624653e+22,20.0,354238043724.0,354238043724.0,,
0x0187cd7fa0f5f10661e12be1538611de29bc6f77,550,12.0,4.0,1.1098529508434033e+20,3.89193287037037,3.083300868665301,1620281560,1620531423,2,2.60000000000003e+20,1.1543738461538327e-14,0.0,2.0,340434403.0,5.0,2.60000000000003e+20,1.0,3001372.0,3001372.0,,
0x0188470b85e116ba8a7a42a71a8d67229f44e7ad,550,11.0,8.0,4.577691475669348e+20,22.680092592592594,0.48500683826981567,1628653618,1630526778,4,139825774.0,0.0,0.0,,,3.0,139825774.0,,,0.0,,
0x01884fdcd3a66259cfa65a20bebe3db9f24d97b2,475,2.0,1.0,9559000000.0,1.000138888888889,1.9997222607971115,1628862589,1628862601,1,0.0,0.0,0.0,1.0,9559000105.0,,,,,,,
0x0188946f1b60fa1af2e53bf2f4dc0a0670c631f0,475,1.0,1.0,9.4e+16,1.0,1.0,1622278023,1622278023,1,0.0,0.0,0.0,,,,,,,,,
0x0188e83acb7f9e765bdd3e5cf7937d3d9e1c2879,475,3.0,3.0,3300000.0,6.457824074074074,0.46455276043272226,1626282029,1626753585,1,0.0,0.0,0.0,,,,,,,,,
0x0188f8b6f58aec2e47c1ba1fc38b9978273de931,475,1.0,1.0,8.5e+19,1.0,1.0,1627331910,1627331910,1,0.0,0.0,0.0,,,,,,,,,
0x0188f96b20d00a3ab9d19b8aa91988b720294ce3,500,2.0,1.0,1e+16,1.0065277777777777,1.9870291154960675,1630492655,1630493219,2,2000.0,0.0,0.0,,,1.0,2000.0,,,0.0,,
0x01894ddf668719ae49d364e6c77d21cfa3926ac6,300,6.0,1.0,1.2978443445142573e+17,53.54034722222222,0.11206501846349001,1621953210,1626492696,3,18000000000160.0,0.0,3.0,,,2.0,18000000000160.0,,,0.0,3.0,0.0
0x018a26884caafb6a420d3de9541cf924178783de,475,1.0,1.0,6016856603539196.0,1.0,1.0,1626779204,1626779204,1,0.0,0.0,0.0,,,,,,,,,
0x018a5329c9b24f31bff452166c73369354ae71a6,600,67.0,67.0,250000000000420.0,23.19736111111111,2.888259560175068,1620571670,1622489522,3,0.0,0.0,0.0,,,,,,,,,
0x018a6ad6ef7642a5bfdc470a2e1cdebec1e41045,475,1.0,1.0,1.3996680713067113e+18,1.0,1.0,1626680936,1626680936,1,0.0,0.0,0.0,,,,,,,,,
0x018aae0cbe0aff89e183a7f1f0b34b308561b049,475,1.0,1.0,3.6e+16,1.0,1.0,1620375445,1620375445,1,0.0,0.0,0.0,,,,,,,,,
0x018ba7d4c044254f4ae94652b09c790baf7db3ca,700,31.0,7.0,7.447728251950743e+18,68.80518518518518,0.45054743936180525,1620888632,1626747000,5,1.1000000000020982e+22,0.5457732163506117,0.0,4.0,6.394716195649012e+18,9.0,1.1000000000020982e+22,11.0,6.00350537986818e+21,6.00350537986818e+21,,
0x018bde66f5b0a1a992a40d6f75dee3c5a29f25c9,500,2.0,1.0,4.82e+16,1.0,2.0,1620871700,1620871700,2,5000000000000000.0,0.0,0.0,,,1.0,5000000000000000.0,,,0.0,,
0x018bf5774c55789146bac375e052f826294ecb06,775,6.0,2.0,1.24e+17,4.012708333333333,1.4952494678365609,1621612971,1621873269,1,7.5e+16,1.0003690258786984,0.0,2.0,1.2401530810854597e+17,1.0,7.5e+16,1.0,7.502767694090238e+16,7.502767694090238e+16,,
0x018d48fd560a59dab8b345917330a468f04cbc2b,500,2.0,2.0,1.0000000001081803e+17,7.2634375,0.27535171879705717,1626673321,1627214482,2,0.0,0.0,0.0,,,,,,,,,
0x018e1ba194311b98a6e92b6b2650ed2dd4a90cf9,850,4.0,1.0,5.9e+21,1.0008101851851852,3.9967618827338964,1619092889,1619092959,2,700000000.0,1.0,0.0,1.0,5.9e+21,1.0,700000000.0,1.0,700000000.0,700000000.0,,
0x018e2339fe910022db81f0df861ff792d406cf3d,550,87.0,26.0,4.0350261116209584e+21,108.98861111111111,0.7982485427886196,1619898065,1629228281,7,1.0600000000142737e+21,1.0436513081934936e-11,0.0,29.0,3.5401472658227824e+21,18.0,1.0600000000142737e+21,14.0,11062703867.0,11062703867.0,,
0x018ed52cf0254857c3d2cd4ad06a673c56eca644,575,141.0,80.0,1.6376541916219515e+21,70.92236111111112,1.9880894796931698,1622584584,1628625876,5,5.364611329154357e+20,0.03391629573323183,0.0,22.0,1.1964225748758645e+21,22.0,5.364611329154357e+20,17.0,1.8194774433344504e+19,1.8194774433344504e+19,,
0x018fe0518c0a46855801280950fe0cc98ac96a77,475,1.0,1.0,96406.0,1.0,1.0,1626156115,1626156115,1,0.0,0.0,0.0,,,,,,,,,
0x01905431efb225a63b873d8fa6f98b067df4a924,475,2.0,2.0,2432779.0,7.117743055555556,0.28098794581225517,1626164818,1626693391,1,0.0,0.0,0.0,,,,,,,,,
0x0191c087cbf29aa1103c1010c470743264a052b1,475,1.0,1.0,1e+16,1.0,1.0,1626130029,1626130029,1,0.0,0.0,0.0,,,,,,,,,
0x019218cb876c7e22a903ca74c0b62ec90344920d,550,28.0,13.0,3.6606597556581947e+21,44.83306712962963,0.6245390242662014,1625665845,1629453022,3,2.5937810802233306e+21,0.42191067663981935,0.0,2.0,1.0943439306125869e+21,11.0,2.5937810802233306e+21,2.0,1.0943439306125869e+21,1.0943439306125869e+21,,
0x019271b315e55cd40d409ef21ede9c3b61646736,750,25.0,9.0,1.707930466435569e+20,4.399907407407408,5.681937751215303,1623388384,1623682136,5,1.2321564395582307e+20,0.5861029851276827,0.0,7.0,1.1919190774991036e+20,6.0,1.2321564395582307e+20,3.0,7.2217056736937615e+19,7.2217056736937615e+19,,
0x019287e476e382e9b733e089cb205b4dd255902a,475,1.0,1.0,53433900.0,1.0,1.0,1626030629,1626030629,1,0.0,0.0,0.0,,,,,,,,,
0x019315575492be540e0d56306948b3180fe39788,475,1.0,1.0,1e+17,1.0,1.0,1621822194,1621822194,1,0.0,0.0,0.0,,,,,,,,,
0x0193960db1204a3c0882225576c92b95af25092e,475,1.0,1.0,1e+18,1.0,1.0,1630394983,1630394983,1,0.0,0.0,0.0,,,,,,,,,
0x0193caf8a49dba421bca7d16eebd0e7dff9c559b,800,3.0,1.0,4.97e+20,5.669224537037037,0.5291729019376467,1623027894,1623431315,2,3e+16,1.0000480456664451,0.0,,,1.0,3e+16,1.0,3.0001441369993356e+16,3.0001441369993356e+16,,
0x0193d4e60ad8eb4f9546ef607237277b82d5c5b0,475,2.0,1.0,1.3330835178472492e+20,1.000625,1.9987507807620235,1623746813,1623746867,1,0.0,0.0,0.0,1.0,1.3330835801903463e+20,,,,,,,
0x0194d076503771b976a062c4cde310b13d3e9960,750,42.0,31.0,3.176084306397962e+23,99.04583333333333,0.4240461066004796,1621014879,1629486039,6,190000000000.0,0.9186380478894737,0.0,5.0,3.2000000157212197e+19,3.0,190000000000.0,3.0,174541229099.0,174541229099.0,,
0x0194f6b2cd2061b50169ee2c81cd95f982cc0a05,750,12.0,4.0,1.5500000000005502e+20,63.30945601851852,0.18954514466985634,1623332172,1628715709,2,80000000.0,1.0006483625,0.0,2.0,85054061.0,4.0,80000000.0,2.0,80051869.0,80051869.0,,
0x01952760a2f72cfa13b3557b6e015b40126961c0,900,53.0,22.0,1.9212322318222806e+20,17.86730324074074,2.9663122232766637,1626990462,1628447797,5,4204600500.0,1.0017354528688278,0.0,24.0,3.5048321755332316e+18,5.0,4204600500.0,2.0,4211897386.0,4211897386.0,,
0x01952b83f4fbb1fdd4bf11087638f0821175f7b4,850,21.0,9.0,1.960136561337068e+20,80.7397800925926,0.2600948377109418,1623565469,1630454986,6,210000000.0,1.000440419047619,0.0,8.0,9.950000297060329e+17,2.0,210000000.0,2.0,210092488.0,210092488.0,,
0x019565863a1d126ace10976692665a0d5e3b57da,475,1.0,,,1.0,1.0,1626424808,1626424808,1,0.0,0.0,0.0,1.0,96981617.0,,,,,,,
0x0196745e37b3e8ddb99be16b065bb482768ef3d2,500,10.0,8.0,1.859186529832526e+19,67.91136574074073,0.14725075679049252,1620909633,1626690775,3,5e+18,0.0,0.0,,,2.0,5e+18,,,0.0,,
0x019712e01e25a3dee2e11dc8a8de84afb0015401,575,131.0,49.0,2.4034452697862655e+20,119.73466435185185,1.0940858331138248,1619594515,1629853190,8,4.975000000302235e+18,6.084209929278621e-11,0.0,58.0,2.7130485350317434e+20,17.0,4.975000000302235e+18,7.0,302689444.0,302689444.0,,
0x0197295055068f266f8654ef428a91239839c2d5,800,13.0,6.0,5.156700697515508e+21,8.721203703703704,1.4906199237702915,1619384233,1620051345,2,2.5e+21,1.0002093934326068,0.0,5.0,5.157549660001767e+21,1.0,2.5e+21,1.0,2.500523483581517e+21,2.500523483581517e+21,,
0x01974549c9b9a30d47c548a16b120b1caa7b586c,475,1.0,1.0,2e+18,1.0,1.0,1626666221,1626666221,1,0.0,0.0,0.0,,,,,,,,,
0x019761d78f2f14ef6a498d245fca15ef5ab121c8,550,9.0,5.0,1.1487229274116696e+16,3.240127314814815,2.777668630133561,1630372997,1630566544,2,27890038.0,0.0,0.0,,,4.0,27890038.0,,,0.0,,
0x01977c44632eefb5b2868e18c902584ccad574d7,575,112.0,2.0,70500000000.0,63.438043981481485,1.765502102061887,1619832695,1625227342,3,0.0,0.0,0.0,110.0,7.043743681027707e+22,,,,,,,
0x0197d7fafca118bc91f6854b9a2ceea94e676585,475,1.0,1.0,2.19e+19,1.0,1.0,1623187131,1623187131,1,0.0,0.0,0.0,,,,,,,,,
0x0198662302a3d7395714600e885d2ddf87c2f839,475,2.0,1.0,4.96e+16,1.0,2.0,1620782888,1620782888,1,5000000000000000.0,0.0,0.0,,,1.0,5000000000000000.0,,,0.0,,
0x019868709db6160b2db6276bdf163ac0d3b5324a,475,1.0,1.0,6280615215895603.0,1.0,1.0,1626795624,1626795624,1,0.0,0.0,0.0,,,,,,,,,
0x0198d8a7463819a22facc2b96a7402f1bbbd1a82,475,1.0,1.0,1813291.0,1.0,1.0,1627005885,1627005885,1,0.0,0.0,0.0,,,,,,,,,
0x019978404a6cd72605ec0f2874e7f5ec854dbd9d,475,1.0,1.0,1061967.0,1.0,1.0,1626249762,1626249762,1,0.0,0.0,0.0,,,,,,,,,
0x0199a54ad38f4d55b3819517d3fea232ae33f673,475,41.0,14.0,1.6082759032438843e+20,110.91496527777778,0.3696525522711812,1621059549,1630556202,4,3.3966800000004995e+23,0.25682506108607567,2.0,10.0,7.511592803205214e+22,8.0,3.3966800000004995e+23,7.0,8.723525484899798e+22,8.723525484899798e+22,2.0,0.0
0x019a0a45a1342050f732ccdf8aeb2ecf4b34c034,550,28.0,19.0,5.207512111510664e+21,26.032465277777778,1.0755800382801923,1623827340,1625990145,4,0.0,0.0,0.0,9.0,5.207003172611119e+21,,,,,,,
0x019aa8f4062bde8e0b457aedf08d4bfbb44f3acd,475,1.0,1.0,1103037.0,1.0,1.0,1626263822,1626263822,1,0.0,0.0,0.0,,,,,,,,,
0x019abd316838b1fb8dd49d66c13b01b5ea3cdbaf,550,7.0,4.0,4.330000000162361e+19,19.052002314814814,0.36741544979536395,1621143022,1622702715,3,0.0,0.0,0.0,3.0,1.2000000000016242e+21,,,,,,,
0x019b00a4c8bf5a4a75d7be5a498f2d41e6bf41f2,700,44.0,12.0,1.2474685766200864e+22,81.98016203703703,0.5367152114205588,1623557141,1630553827,8,2.220209635934771e+21,0.7067926607748304,0.0,17.0,2.2618032231096493e+21,6.0,2.220209635934771e+21,9.0,1.5692278760602544e+21,1.5692278760602544e+21,,
0x019b337f128fd5eb9f7e3fd36acaf6c334c7492b,550,3.0,2.0,1.01e+20,1.0390972222222221,2.887121566530776,1626618497,1626621875,2,0.0,0.0,0.0,1.0,1.0000001700421439e+18,,,,,,,
0x019b40948ae2c1dfc1751e76161b5a6ef90aee4b,475,1.0,1.0,1680773.0,1.0,1.0,1626598406,1626598406,1,0.0,0.0,0.0,,,,,,,,,
0x019c429038894a1656ae2e9399769662bb4899d0,500,2.0,1.0,1e+16,1.0060879629629629,1.987897752110991,1630492653,1630493179,2,2000.0,0.0,0.0,,,1.0,2000.0,,,0.0,,
0x019c829ea5392cedae3c91027c171420798ff9cf,475,2.0,1.0,4.34e+16,1.0,2.0,1620721682,1620721682,1,5000000000000000.0,0.0,0.0,,,1.0,5000000000000000.0,,,0.0,,
0x019d10463c5c800b84d6527e112e131109611527,850,4.0,1.0,2.0842e+22,1.000300925925926,3.9987966584129775,1619858179,1619858205,2,2e+18,1.0,0.0,1.0,2.0841999e+22,1.0,2e+18,1.0,2e+18,2e+18,,
0x019d239a36a4fd4828253e8eccadd1dd2d0dd147,500,10.0,5.0,1.672371335877248e+18,78.88011574074073,0.12677466185353362,1623815359,1630544201,3,2973176232.0,0.1255254518663191,0.0,1.0,1994322.0,3.0,2973176232.0,1.0,373209290.0,373209290.0,,
0x019dd1181011ab3207b948cf9d00c0a011d33c74,475,1.0,1.0,1.2857651569016232e+20,1.0,1.0,1623185021,1623185021,1,0.0,0.0,0.0,,,,,,,,,
0x019e3d65ade821fded83b438cd1b8626208c48d3,550,10.0,6.0,1.2405789195777997e+19,21.30752314814815,0.46931780528742995,1627891155,1629645725,5,1170000000.0,0.0,0.0,,,4.0,1170000000.0,,,0.0,,
0x019ea1afabcbd84d922043c4261052a583315d2c,650,143.0,54.0,2.320096719747401e+23,112.05922453703704,1.276110918943015,1620945674,1630541191,6,285831282426.0,0.6242502773509212,1.0,4.0,1.0709178662896327e+20,60.0,285831282426.0,24.0,178430257330.0,178430257330.0,1.0,0.0
0x019ed608dd806b80193942f2a960e7ac8abb2ee3,250,10.0,2.0,8.7943e+18,66.86631944444444,0.14955212254965597,1618665933,1624356783,2,1877754599.0,0.12676721980964245,3.0,2.0,2.3662357670255534e+18,2.0,1877754599.0,1.0,238037730.0,238037730.0,3.0,0.0
0x019f4cb3cad6f0bf4d571edc99cf3cea815c0102,475,1.0,1.0,10638755361279.0,1.0,1.0,1626185847,1626185847,1,0.0,0.0,0.0,,,,,,,,,
0x019fb2e4f3c3afc29a55fe4740ce87b3df981e23,500,2.0,2.0,5349870730510.0,7.785243055555555,0.25689628258591085,1626148810,1626735055,2,0.0,0.0,0.0,,,,,,,,,
0x01a0de8ff66f6c050bf45c36f46e74d359e7f85a,475,1.0,1.0,1500000000.0,1.0,1.0,1620035392,1620035392,1,0.0,0.0,0.0,,,,,,,,,
0x01a0e0f98539cab8593c45f849c75f65b27dcb50,475,1.0,1.0,1.5e+18,1.0,1.0,1626531706,1626531706,1,0.0,0.0,0.0,,,,,,,,,
0x01a0f8f364c2fec07cfcdebd2980da3f950d0410,875,106.0,58.0,7.193290251444705e+21,74.55898148148148,1.421693240623568,1618972619,1625328115,7,1.725923521308209e+21,1.0049591416624697,0.0,24.0,2.7513332014282556e+21,14.0,1.725923521308209e+21,10.0,1.734482620548965e+21,1.734482620548965e+21,,
0x01a10e5ada8f1c1117f185493a0bb4f299f7b8c0,500,7.0,1.0,6.5e+19,56.954282407407405,0.12290559557799974,1622989589,1627824039,4,2.015000355756969e+19,0.0,0.0,5.0,2.2176148003518968e+19,1.0,2.015000355756969e+19,,,0.0,,
0x01a11a6eef76d13a789bf944dbcfe7e2b27411ed,475,1.0,1.0,1065949.0,1.0,1.0,1628093711,1628093711,1,0.0,0.0,0.0,,,,,,,,,
0x01a15c5109cb9935d9528c9348a2996559151c26,475,1.0,1.0,1070356.0,1.0,1.0,1627223405,1627223405,1,0.0,0.0,0.0,,,,,,,,,
0x01a1c554806b5754fc768fb6037631e3842dab5d,475,2.0,1.0,1e+17,1.0011342592592594,1.9977340516543733,1628563911,1628564009,1,5000000000000000.0,0.0,0.0,,,1.0,5000000000000000.0,,,0.0,,
0x01a1c72bf9547d1e6abd8486ae3cad64e781cd7c,600,4.0,3.0,1.100000000000112e+16,1.0082870370370371,3.9671242940447216,1628576119,1628576835,3,5178849414349305.0,0.0,0.0,,,1.0,5178849414349305.0,,,0.0,,
0x01a1ef4a64f8c25ac6e4913512dabac382fd2954,875,151.0,51.0,2.5324673852710527e+21,86.24159722222223,1.7508952160395659,1622308857,1629673731,5,3.5800000000365303e+21,0.9500707908873794,0.0,21.0,2.5763862022197975e+18,47.0,3.5800000000365303e+21,32.0,3.401253431411525e+21,3.401253431411525e+21,,
0x01a2c0cc3fc848d1cbfa4198822349c85905785b,500,3.0,1.0,500000000.0,1.5569097222222221,1.9268939985280673,1623913528,1623961645,2,0.0,0.0,0.0,2.0,1000036616.0,,,,,,,
0x01a2e7fe230a34bf74e7c850d1244c70ff928024,550,50.0,19.0,9.102177352571727e+20,41.32222222222222,1.2100026888948643,1624694290,1628178130,6,6.659240816550412e+20,0.44989786766976897,0.0,12.0,5.1655097958652464e+20,15.0,6.659240816550412e+20,4.0,2.9959782436655215e+20,2.9959782436655215e+20,,
0x01a3049804d40609f2edc1b5d73610bcd8796ae1,475,1.0,1.0,9.73e+16,1.0,1.0,1622002337,1622002337,1,0.0,0.0,0.0,,,,,,,,,
0x01a3a71580b17d1c567d577a66b28c48e42a43c3,775,7.0,2.0,1.4e+22,33.817083333333336,0.20699597097127928,1620756445,1623591841,1,1e+22,1.0043245478678293,0.0,2.0,1.4043710866245756e+22,1.0,1e+22,2.0,1.0043245478678293e+22,1.0043245478678293e+22,,
0x01a4615315104084dcaaec9a847e90ce5cfbf8ea,850,4.0,2.0,6.0897781127e+19,1.0029861111111111,3.988091116803988,1622907895,1622908153,2,7.892259814464773e+18,1.0,0.0,,,1.0,7.892259814464773e+18,1.0,7.892259814464773e+18,7.892259814464773e+18,,
0x01a4f75344f665629c714f6623b784509159d4bc,900,13.0,5.0,6.000000000011234e+20,1.6767013888888889,7.753318561162998,1622917935,1622976402,3,230168583.0,1.000001572760258,0.0,5.0,6.0000007641745e+20,2.0,230168583.0,1.0,230168945.0,230168945.0,,
0x01a580e1370e798c48abda6b2f605035f2127d5c,625,253.0,90.0,3.377189213640316e+22,81.11113425925926,3.1191771920156417,1623305122,1630226724,8,9.80000000003987e+21,0.38778529925928135,0.0,42.0,2.861079004928299e+22,51.0,9.80000000003987e+21,70.0,3.800295932756418e+21,3.800295932756418e+21,,
0x01a71e7b07cbe684439eb0570a93055af7c15b57,475,2.0,1.0,2.72e+16,1.0,2.0,1620552264,1620552264,1,5000000000000000.0,0.0,0.0,,,1.0,5000000000000000.0,,,0.0,,
0x01a762e99a74132ff61cebd92262fc54463320e5,775,124.0,79.0,2.2418483398639223e+20,47.39976851851852,2.61604653093516,1626411052,1630419992,6,3698000000.0,0.6112921576527853,0.0,33.0,32893549132.0,5.0,3698000000.0,7.0,2260558399.0,2260558399.0,,
0x01a7749f10af218e842eaa97ef66b06870f9002a,450,4.0,,,77.47271990740741,0.05163107742674654,1623263879,1629871122,2,0.0,0.0,0.0,4.0,8.635404130637369e+21,,,,,,,
0x01a7e44c9c8495f1fdac72298a3c0ebac9f58a55,475,1.0,1.0,1015478.0,1.0,1.0,1626356468,1626356468,1,0.0,0.0,0.0,,,,,,,,,
0x01a8b987d4350c58a3a16456d5f7cc3255c425b0,475,1.0,,,1.0,1.0,1623668155,1623668155,1,0.0,0.0,0.0,1.0,883573184.0,,,,,,,
0x01a94e74ec7264b4be34d9a68f8cd1decc9bcdb6,450,2.0,1.0,1e+19,30.99534722222222,0.06452581368619394,1621759165,1624350763,2,0.0,0.0,0.0,1.0,1333649729.0,,,,,,,
0x01a97118d81e6ccd319a27dbfad2b601774399d2,475,2.0,1.0,5.8e+17,1.0008333333333332,1.9983347210657787,1624535497,1624535569,1,2.6e+17,0.0,0.0,,,1.0,2.6e+17,,,0.0,,
0x01a9766c63c57694307eb20b75796a252d549819,425,2.0,2.0,1028406.0,12.581469907407408,0.15896393781639848,1626122093,1627122732,1,0.0,0.0,0.0,,,,,,,,,
0x01aa226e0895cfc97fee2121222dd005160ea9c2,475,1.0,1.0,4113116595938464.0,1.0,1.0,1626517554,1626517554,1,0.0,0.0,0.0,,,,,,,,,
0x01aa66f23e42842d771cf46e6293af4ed04c90bd,575,120.0,60.0,4.990661600821556e+22,107.93616898148149,1.1117681971887319,1619186978,1628426263,5,1.308776972642236e+22,1.6042713680705556e-11,0.0,24.0,1.3724198827430101e+20,27.0,1.308776972642236e+22,9.0,209963342440.0,209963342440.0,,
0x01aa8359ab1b28af8f7a11d3457f775b540efad3,475,1.0,1.0,103433967.0,1.0,1.0,1626837348,1626837348,1,0.0,0.0,0.0,,,,,,,,,
0x01aafa85d27eda7cc530132827ba834c269a7cbd,475,1.0,,,1.0,1.0,1624387673,1624387673,1,0.0,0.0,0.0,1.0,14815593990.0,,,,,,,
0x01ab50c379aa098a199feda4c5a51d623ffcd764,475,1.0,,,1.0,1.0,1620378254,1620378254,1,0.0,0.0,0.0,1.0,98886904505.0,,,,,,,
0x01ac60352b386d551222c877925f524d43725149,550,5.0,,,1.0052083333333333,4.9740932642487055,1628085931,1628086381,2,0.0,0.0,0.0,5.0,9.318486920850954e+16,,,,,,,
0x01accec19e099cc37d9fa9f7027dd89c8a9831d5,475,2.0,1.0,1052019975.0,1.005925925925926,1.988217967599411,1620891448,1620891960,1,0.0,0.0,0.0,1.0,1052021671.0,,,,,,,
0x01adf60f3a3455f78cd196763c1203c8fde2c039,475,1.0,1.0,6358478883961646.0,1.0,1.0,1626527228,1626527228,1,0.0,0.0,0.0,,,,,,,,,
0x01af1eb57b3489cea12ea3d8ebbae1c3eeb0658e,850,18.0,1.0,2.1108106127335072e+22,30.03769675925926,0.599247010989663,1621513835,1624022692,7,6.108069759737375e+22,1.6544256373937138,0.0,8.0,2.113503139895864e+21,3.0,6.108069759737375e+22,6.0,1.0105347205498775e+23,1.0105347205498775e+23,,
0x01af4808da010aad7b2c977f51508a1402c8cbbc,825,114.0,57.0,1.1512564244541962e+23,17.406770833333333,6.549175667993178,1618041973,1619459518,5,1.0535000000013814e+23,0.9061551545668898,0.0,22.0,1.0044007420987967e+23,20.0,1.0535000000013814e+23,15.0,9.5463445533747e+22,9.5463445533747e+22,,
0x01af60b03e2b9cbf947568552462f9182b959db0,475,24.0,12.0,74079205971.0,24.13658564814815,0.994341136309036,1624652549,1626651550,1,58904320695.0,0.13072046174455929,0.0,1.0,7700000000.0,10.0,58904320695.0,1.0,7700000000.0,7700000000.0,,
0x01af86cd3fa63f8b04b8ba7df0494a77c01c473f,475,1.0,1.0,3000000.0,1.0,1.0,1629856560,1629856560,1,0.0,0.0,0.0,,,,,,,,,
